artist_name,key_mode,tempo,popularitymean,keymode
PR SAD,A minor,145,41,2
PR SAD,G# major,137,41,23
Russ Millions,C# major,140,69,9
Russ Millions,C# major,141,69,9
Russ Millions,C# minor,144,69,10
Russ Millions,C# minor,144,69,10
Russ Millions,G# major,141,69,23
Russ Millions,A# minor,140,69,4
Russ Millions,G major,141,69,21
Russ Millions,G major,141,69,21
Russ Millions,F# minor,141,69,20
Russ Millions,G major,141,69,21
Russ Millions,B minor,141,69,6
Russ Millions,B minor,141,69,6
Russ Millions,E major,141,69,15
Russ Millions,A# minor,150,69,4
Russ Millions,C# major,143,69,9
Russ Millions,G# major,145,69,23
Russ Millions,C# major,144,69,9
Russ Millions,A# minor,140,69,4
Russ Millions,F# minor,143,69,20
Russ Millions,B major,140,69,5
Russ Millions,F# major,106,69,19
Russ Millions,G major,141,69,21
Russ Millions,F# minor,132,69,20
Russ Millions,C minor,144,69,8
Russ Millions,G# major,71,69,23
Russ Millions,C# major,137,69,9
Russ Millions,D# major,130,69,13
Russ Millions,D major,147,69,11
Russ Millions,D major,132,69,11
Russ Millions,C# major,137,69,9
Russ Millions,C# major,140,69,9
Russ Millions,B major,158,69,5
Russ Millions,B major,140,69,5
Russ Millions,F# major,141,69,19
Russ Millions,B major,141,69,5
Russ Millions,B major,141,69,5
Russ Millions,G# major,140,69,23
Russ Millions,G# major,140,69,23
Russ Millions,C minor,140,69,8
Sav'o,C# major,147,48,9
Sav'o,G major,143,48,21
Sav'o,C# major,143,48,9
Sav'o,D major,143,48,11
Sav'o,C# major,146,48,9
Sav'o,D major,140,48,11
SK-47,F# minor,143,48,20
SK-47,C# minor,142,48,10
SK-47,C# major,142,48,9
SK-47,C major,145,48,7
SK-47,G# major,140,48,23
SK-47,C minor,140,48,8
SR,B minor,143,58,6
SR,D major,145,58,11
SR,E major,140,58,15
SR,D major,139,58,11
SR,A minor,138,58,2
SR,F minor,152,58,18
Sus,G# major,143,52,23
Sus,G major,147,52,21
Sus,C# major,150,52,9
Sus,G# major,145,52,23
Sus,C# major,145,52,9
Sus,C# major,90,52,9
Sus,A# minor,143,52,4
Sus,C# major,105,52,9
Sus,F minor,144,52,18
Sus,C# major,142,52,9
Sus,G# major,149,52,23
Sus,G# minor,140,52,24
Sus,C# major,141,52,9
Sus,C# major,144,52,9
Sus,C# major,143,52,9
Sus,C# major,148,52,9
Sus,B major,140,52,5
Sus,E major,142,52,15
Sus,C# major,142,52,9
Sus,C major,140,52,7
Sus,C# major,143,52,9
Sus,B minor,140,52,6
Tion Wayne,E major,141,67,15
Tion Wayne,G major,146,67,21
Tion Wayne,C# major,146,67,9
Tion Wayne,B minor,100,67,6
Tion Wayne,B minor,99,67,6
Tion Wayne,A major,100,67,1
Tion Wayne,C# minor,180,67,10
Tion Wayne,F minor,101,67,18
Tion Wayne,A# minor,140,67,4
Tion Wayne,C# minor,144,67,10
Tion Wayne,C# major,94,67,9
Tion Wayne,A# major,123,67,3
Tion Wayne,G major,133,67,21
Tion Wayne,A minor,134,67,2
Tion Wayne,A# minor,105,67,4
Tion Wayne,D# minor,176,67,14
Tion Wayne,D major,103,67,11
Tion Wayne,B minor,199,67,6
Tion Wayne,G major,102,67,21
Tion Wayne,A major,146,67,1
Tion Wayne,F# major,172,67,19
Tion Wayne,C# major,104,67,9
Tion Wayne,A# minor,109,67,4
Tion Wayne,A minor,88,67,2
Tion Wayne,C major,104,67,7
Tion Wayne,G minor,84,67,22
Tion Wayne,C# major,100,67,9
Tion Wayne,F minor,87,67,18
Tion Wayne,B minor,133,67,6
Tion Wayne,F# minor,129,67,20
Tion Wayne,A# minor,83,67,4
Tion Wayne,D# major,106,67,13
Tion Wayne,C minor,94,67,8
Tion Wayne,G major,118,67,21
Tion Wayne,A major,91,67,1
Tion Wayne,B minor,95,67,6
Tion Wayne,G# major,85,67,23
Tion Wayne,F major,92,67,17
Tion Wayne,B major,0,67,5
Tion Wayne,G# major,91,67,23
Tion Wayne,F minor,132,67,18
Tion Wayne,C major,168,67,7
Tion Wayne,C minor,98,67,8
Tion Wayne,G# major,112,67,23
Tion Wayne,B minor,93,67,6
Tion Wayne,F# minor,97,67,20
Tion Wayne,D major,101,67,11
Tion Wayne,F# major,132,67,19
Tion Wayne,C minor,124,67,8
Tion Wayne,D minor,103,67,12
Tion Wayne,A minor,103,67,2
Tion Wayne,F minor,90,67,18
Tion Wayne,C# major,132,67,9
Tion Wayne,C# minor,97,67,10
Tion Wayne,D# major,124,67,13
Tion Wayne,F minor,142,67,18
Tion Wayne,G# minor,103,67,24
Tion Wayne,G# major,102,67,23
Tion Wayne,G# minor,140,67,24
Tion Wayne,C# major,138,67,9
Tion Wayne,B minor,140,67,6
Tion Wayne,G# major,132,67,23
Tion Wayne,D major,140,67,11
Tion Wayne,G minor,100,67,22
Tion Wayne,B minor,104,67,6
Tion Wayne,A# minor,100,67,4
Tion Wayne,C major,100,67,7
Tion Wayne,C major,200,67,7
Tion Wayne,A# minor,124,67,4
Tion Wayne,F minor,102,67,18
Tion Wayne,F minor,106,67,18
Tion Wayne,C# minor,108,67,10
Tion Wayne,A# minor,102,67,4
Tion Wayne,A# minor,139,67,4
Tion Wayne,C# minor,102,67,10
Tion Wayne,D major,59,67,11
Tion Wayne,E minor,104,67,16
Tion Wayne,B minor,105,67,6
Tion Wayne,A minor,102,67,2
Tion Wayne,D# minor,64,67,14
Tion Wayne,F minor,102,67,18
Tion Wayne,C major,127,67,7
Tion Wayne,B minor,139,67,6
Tion Wayne,E minor,59,67,16
Tion Wayne,A minor,133,67,2
Tion Wayne,A# major,73,67,3
Tion Wayne,G major,100,67,21
Tion Wayne,G# minor,89,67,24
Tion Wayne,G major,100,67,21
Unknown T,A# minor,146,56,4
Unknown T,F minor,157,56,18
Unknown T,A# minor,100,56,4
Unknown T,B minor,145,56,6
Unknown T,G major,73,56,21
Unknown T,A# minor,144,56,4
Unknown T,C# major,72,56,9
Unknown T,F# major,143,56,19
Unknown T,C# major,52,56,9
Unknown T,G minor,102,56,22
Unknown T,G major,144,56,21
Unknown T,C minor,134,56,8
Unknown T,F# minor,140,56,20
Unknown T,B minor,140,56,6
Unknown T,A# minor,140,56,4
Unknown T,C# major,138,56,9
Unknown T,G# major,93,56,23
Unknown T,D# major,125,56,13
Unknown T,E minor,140,56,16
Unknown T,D major,100,56,11
Unknown T,G# major,142,56,23
Unknown T,E minor,106,56,16
Unknown T,G# major,153,56,23
Unknown T,G# minor,78,56,24
Unknown T,C major,140,56,7
Unknown T,G# minor,156,56,24
Unknown T,G# major,104,56,23
Unknown T,A major,143,56,1
Unknown T,C# major,141,56,9
Unknown T,E minor,143,56,16
Unknown T,C minor,111,56,8
Unknown T,C# major,100,56,9
Unknown T,C# major,67,56,9
Unknown T,A major,143,56,1
Unknown T,F minor,62,56,18
Unknown T,G major,140,56,21
Unknown T,E minor,102,56,16
Unknown T,A minor,148,56,2
Unknown T,G# major,143,56,23
Unknown T,B minor,140,56,6
Unknown T,G major,130,56,21
Unknown T,G# major,104,56,23
Unknown T,C# minor,104,56,10
Unknown T,G# major,143,56,23
Unknown T,G# minor,136,56,24
Unknown T,C major,132,56,7
Unknown T,G major,142,56,21
Unknown T,E major,126,56,15
Unknown T,B minor,132,56,6
Unknown T,G major,126,56,21
Unknown T,G major,142,56,21
Unknown T,G major,142,56,21
Unknown T,A# minor,140,56,4
Unknown T,C# major,140,56,9
V9,C# major,143,43,9
V9,G# major,144,43,23
V9,C major,141,43,7
V9,C# major,142,43,9
V9,B minor,140,43,6
V9,F# minor,145,43,20
V9,F# major,142,43,19
V9,E major,142,43,15
V9,G# minor,140,43,24
V9,C major,142,43,7
V9,A major,140,43,1
V9,F# minor,96,43,20
V9,C minor,146,43,8
V9,G major,143,43,21
V9,C# minor,141,43,10
V9,B minor,146,43,6
V9,C# minor,142,43,10
V9,C# minor,142,43,10
V9,D# minor,140,43,14
V9,D major,143,43,11
V9,A major,145,43,1
V9,G# major,141,43,23
V9,B major,146,43,5
V9,F# major,144,43,19
V9,D# minor,143,43,14
V9,C# major,142,43,9
V9,G major,139,43,21
V9,C# major,140,43,9
V9,C# major,144,43,9
V9,D major,144,43,11
V9,G minor,143,43,22
V9,A# major,144,43,3
V9,G# major,144,43,23
V9,B minor,147,43,6
V9,E minor,143,43,16
V9,G# minor,145,43,24
V9,F# minor,141,43,20
V9,A minor,143,43,2
V9,B major,142,43,5
V9,C major,140,43,7
V9,A# minor,142,43,4
V9,C# major,142,43,9
V9,B minor,141,43,6
V9,G# major,141,43,23
V9,F# minor,140,43,20
V9,G# major,142,43,23
V9,C# major,142,43,9
V9,F# minor,141,43,20
V9,C# major,140,43,9
V9,G# minor,141,43,24
V9,C# major,143,43,9
V9,C major,142,43,7
