tempo,popularitymean,keymode
0.5978970706035722,-0.44421483977265874,-0.3588768611232667
0.5520276730615356,-0.44421483977265874,0.6604387382183822
-2.658830154881036,-0.44421483977265874,-0.06764383273993844
0.7355052632296825,-0.44421483977265874,-0.7957264036982591
0.6896358656876458,-0.44421483977265874,-0.7957264036982591
0.4144194804354253,-0.44421483977265874,1.2429047949850387
0.5520276730615356,-0.44421483977265874,-1.0869594320815874
0.4144194804354253,-0.44421483977265874,-0.9413429178899232
0.5061582755194988,-0.44421483977265874,-0.7957264036982591
0.4144194804354253,-0.44421483977265874,-0.9413429178899232
0.5061582755194988,-0.44421483977265874,-0.3588768611232667
0.46028887797746204,-0.44421483977265874,-0.3588768611232667
0.5061582755194988,-0.44421483977265874,-1.0869594320815874
0.6896358656876458,-0.44421483977265874,1.3885213091767028
0.643766468145609,-0.44421483977265874,0.36920570983505396
0.5520276730615356,-0.44421483977265874,-0.3588768611232667
0.5061582755194988,-0.44421483977265874,-0.3588768611232667
0.5520276730615356,-0.44421483977265874,-1.0869594320815874
0.46028887797746204,-0.44421483977265874,-0.5044933753149309
0.5978970706035722,-0.44421483977265874,1.2429047949850387
0.2309418902672784,-0.44421483977265874,0.6604387382183822
0.7355052632296825,-0.44421483977265874,-0.06764383273993844
0.5978970706035722,-0.44421483977265874,-1.0869594320815874
0.46028887797746204,-0.44421483977265874,-1.0869594320815874
0.5061582755194988,-0.44421483977265874,1.3885213091767028
0.5061582755194988,-0.44421483977265874,1.2429047949850387
0.5978970706035722,-0.44421483977265874,1.3885213091767028
0.4144194804354253,-0.44421483977265874,-0.7957264036982591
0.5061582755194988,-0.44421483977265874,1.6797543375600312
0.6896358656876458,-0.44421483977265874,1.2429047949850387
0.5978970706035722,-0.44421483977265874,-1.5238089746565797
0.4144194804354253,-0.44421483977265874,-0.3588768611232667
0.5520276730615356,-0.44421483977265874,-0.650109889506595
0.643766468145609,-0.44421483977265874,-0.7957264036982591
0.5978970706035722,-0.44421483977265874,-0.06764383273993844
-2.3377443720867785,0.02625537904014434,0.8060552524100464
-1.099270638451787,0.02625537904014434,-0.650109889506595
-2.3377443720867785,0.02625537904014434,1.2429047949850387
-1.0075318433677134,0.02625537904014434,1.2429047949850387
0.5520276730615356,0.02625537904014434,-1.5238089746565797
0.4144194804354253,0.02625537904014434,-1.0869594320815874
0.8272440583137559,0.02625537904014434,1.0972882807933746
0.5978970706035722,0.02625537904014434,-0.3588768611232667
0.5520276730615356,0.02625537904014434,-0.3588768611232667
-1.5579646138721541,0.02625537904014434,-0.3588768611232667
-1.8790503966664114,0.02625537904014434,-0.9413429178899232
0.5520276730615356,0.02625537904014434,-0.7957264036982591
0.643766468145609,0.02625537904014434,-0.06764383273993844
-0.7781848556575297,0.02625537904014434,-0.3588768611232667
-1.1910094335358603,0.02625537904014434,-0.3588768611232667
0.643766468145609,0.02625537904014434,-1.5238089746565797
0.643766468145609,0.02625537904014434,-1.5238089746565797
0.5520276730615356,0.02625537904014434,0.36920570983505396
-1.420356421246044,0.02625537904014434,-1.3781924604649156
0.5061582755194988,0.02625537904014434,0.36920570983505396
0.4144194804354253,0.02625537904014434,1.8253708517516953
-0.04427449498494201,0.02625537904014434,-1.0869594320815874
